file,duration,samplerate,rms,peak,dynamic_range,zcr,spectral_centroid,bandwidth,rolloff,mfcc_mean,mfcc_std,silent,clipped
24160_AV.wav,12.896,4000,0.03766861,1.0,26.547295,0.18091545482673269,478.4350936368509,446.5274350399604,976.7365408415842,-3.0646303,57.405266,False,True
24160_MV.wav,22.592,4000,0.026328506,1.0,37.981632,0.2332770568502825,500.16866235777314,409.93013189840195,938.8903601694915,-7.958904,64.302536,False,True
24160_PV.wav,11.68,4000,0.039032225,1.0,25.61985,0.13224460767663043,387.74313382327153,386.7745060571387,759.8080842391304,-1.7026038,61.506298,False,True
24160_TV.wav,14.096,4000,0.027432071,1.0,36.45367,0.1509228955518018,395.8600497839623,426.0433305276031,869.0174549549549,-3.5841563,67.44811,False,True
2530_AV.wav,23.6,4000,0.09440773,1.0,10.592352,0.16791596283783783,461.43200907088544,403.1407789789818,881.8728885135135,-0.7220229,61.863167,False,True
2530_MV.wav,26.688,4000,0.03555679,1.0,28.124016,0.20401979291267944,387.09328874253,355.47146795819634,733.0012709330143,-5.342342,67.704636,False,True
2530_PV.wav,13.056,4000,0.052756745,0.9999695,18.95434,0.0674586620145631,275.5522675784698,354.59557585232,605.127427184466,2.3151324,71.10015,False,True
2530_TV.wav,14.992,4000,0.039704062,0.9999695,25.185564,0.11681508209745763,339.9467441866327,359.78761401327586,698.5235699152543,-1.1063688,68.48124,False,True
29045_AV.wav,22.896,4000,0.02190866,0.7402954,33.79007,0.15577808571927373,370.4786141668894,379.63541972162005,709.8245460893854,-4.8344216,71.00383,False,False
29045_MV.wav,20.496,4000,0.015794633,0.8017578,50.76138,0.18361801242236025,450.0480061928729,425.8010422104766,860.2241847826087,-6.556989,71.1967,False,False
29045_PV.wav,21.296,4000,0.02888896,0.55062866,19.060171,0.2038647314745509,392.40989957601795,406.3825251910385,794.7815306886228,-1.6125863,61.146355,False,False
29045_TV.wav,22.752,4000,0.03360537,0.9361267,27.856453,0.21627293275983145,416.024147390434,425.69741800928773,875.3072331460675,-0.4177782,56.826283,False,False
29378_AV.wav,11.088,4000,0.14712971,1.0,6.796723,0.1856927981321839,417.8191828266861,334.48901126956946,774.8742816091954,7.274576,46.687794,False,True
29378_MV.wav,17.488,4000,0.3771825,1.0,2.6512363,0.20587291856751824,506.8253617647896,374.81621174895713,922.2028968978102,8.072249,42.087128,False,True
31737_AV.wav,8.896,4000,0.06274847,1.0,15.936642,0.10804966517857142,334.54078993575877,372.002955762158,705.2734375,1.8643738,60.046047,False,True
31737_MV.wav,14.8,4000,0.028679747,1.0,34.867798,0.28167093211206895,581.2191446278009,466.2182618537218,1107.5060614224137,-5.587853,52.266068,False,True
31737_PV.wav,14.944,4000,0.041814346,1.0,23.915232,0.2333859174679487,427.18029911630913,411.6257663353712,848.3573717948718,-0.9718389,54.660206,False,True
31737_TV.wav,13.392,4000,0.04434121,1.0,22.552378,0.35314825148809526,596.401802653239,503.14513810769154,1221.1681547619048,-3.1940606,43.505642,False,True
33151_AV.wav,11.744,4000,0.036301877,1.0,27.546776,0.10784646739130435,292.7214763581225,332.6297145331397,600.7557744565217,-3.4387047,77.94248,False,True
33151_MV.wav,15.28,4000,0.041652236,1.0,24.008308,0.15883382161458334,366.4467535697949,394.802485596226,767.0084635416666,-0.87402064,67.31125,False,True
33151_PV.wav,19.792,4000,0.030404769,0.9999695,32.888565,0.1187405493951613,299.0522353978935,357.37366588122865,642.414314516129,-2.8309362,80.4407,False,True
33151_TV.wav,18.16,4000,0.054555744,1.0,18.329872,0.07969300176056338,279.6114154021048,354.92087393982996,616.1146566901408,2.0517647,71.88168,False,True
36327_AV.wav,19.904,4000,0.018063372,0.9554138,52.892303,0.11909993489583333,440.0192513427304,505.39195856218447,1086.863982371795,-5.235288,75.88252,False,False
36327_MV.wav,20.992,4000,0.015919587,0.882843,55.45637,0.3261156486742424,733.1211424252047,530.9493543281311,1366.9270833333333,-11.826472,69.51908,False,False
36327_PV.wav,20.256,4000,0.015759652,0.8074646,51.236164,0.1734841784591195,497.48703813795515,477.16868446968584,1061.1119300314465,-6.8920836,71.1022,False,False
36327_TV.wav,19.696,4000,0.011409975,0.7262268,63.648357,0.2639413808847403,604.5520731649408,521.2656990709185,1241.7182426948052,-9.274463,74.96025,False,False
38337_AV.wav,14.496,4000,0.05473191,1.0,18.270874,0.14277943393640352,381.37108937781767,342.3750835574113,686.3178453947369,0.11137322,60.509293,False,True
38337_MV.wav,18.688,4000,0.039945707,1.0,25.033972,0.15945870535714285,402.08565607782225,386.82610544792664,747.1168154761905,-0.5216958,57.63737,False,True
39043_AV.wav,12.192,4000,0.04324834,1.0,23.122269,0.0982208251953125,331.29009099887645,374.0978073577224,711.8733723958334,0.39508653,68.1649,False,True
39043_MV.wav,23.68,4000,0.027926214,1.0,35.808636,0.13930191532258066,350.84935985536424,325.52029416073344,644.9197748655914,-6.499705,79.90366,False,True
39043_PV.wav,12.896,4000,0.031184878,1.0,32.066814,0.18041267017326731,410.9430182176818,380.3603068069888,797.2617574257425,-4.625045,71.297424,False,True
39043_TV.wav,11.296,4000,0.040311813,1.0,24.806618,0.12564738412921347,355.57536510995686,339.8810383479823,699.6137640449438,-3.2563286,73.28227,False,True
39403_AV.wav,11.296,4000,0.03066252,0.8140869,26.549894,0.07825667134831461,376.7061301797812,386.9980445342252,756.8030196629213,-3.4131503,81.226204,False,False
39403_MV.wav,19.088,4000,0.051504467,0.93252563,18.10572,0.11126627604166667,359.9557135878339,374.24098530852353,751.328125,-0.6888757,74.849464,False,False
39403_PV.wav,18.192,4000,0.078123905,0.9822998,12.573612,0.13115302666083917,390.51427221683457,360.49390437872677,735.6178977272727,-6.7760506,78.59493,False,False
39403_TV.wav,10.992,4000,0.07918226,0.83724976,10.573703,0.12056572492732558,389.9316753219966,365.0136567878315,763.3766351744187,-0.68823135,67.46165,False,False
39456_MV.wav,19.744,4000,0.0778042,0.9999695,12.852383,0.26508316532258064,579.4243253418558,412.4950694605218,1031.1743951612902,-4.7435346,52.451855,False,True
39456_PV.wav,21.488,4000,0.06015382,1.0,16.624044,0.19838750930059523,520.9183484856796,435.96581394199956,1016.8108258928571,-2.7155724,60.046005,False,True
39456_TV.wav,29.952,4000,0.055229034,1.0,18.106415,0.23073470744680852,547.4410393901969,411.7513232965367,990.516954787234,-6.5541844,62.523243,False,True
40058_AV.wav,11.888,4000,0.061586216,1.0,16.237396,0.18576738911290322,473.5327602676604,418.60137361589983,920.5099126344086,-3.0181627,63.63817,False,True
40058_MV.wav,32.192,4000,0.04356933,1.0,22.95192,0.23047843812003968,494.72703587307933,450.00960170106623,1014.2454117063492,-5.6045284,63.730083,False,True
40058_PV.wav,13.392,4000,0.031699076,0.9999695,31.545687,0.1535342261904762,358.82207536084866,378.57141553333645,783.7425595238095,-1.503927,70.40144,False,True
40058_TV.wav,19.152,4000,0.02913452,1.0,34.323536,0.235751953125,483.13443539800346,470.659335699093,1053.28125,-1.5823325,61.124714,False,True
40798_AV.wav,21.184,4000,0.057384774,1.0,17.426222,0.2394460655120482,546.7386921023118,408.29613334750485,955.6664156626506,-6.0088234,67.03263,False,True
40798_MV.wav,20.48,4000,0.057439886,1.0,17.409502,0.2579459433229814,635.9855867784656,447.48681298900874,1150.1237383540372,-5.6095786,54.918198,False,True
40798_PV.wav,21.744,4000,0.029614577,0.9914856,33.479637,0.1912310431985294,447.4487298506083,398.85464428744854,837.0978860294117,-4.8359838,69.65484,False,True
40798_TV.wav,29.552,4000,0.046060324,1.0,21.710653,0.20980029085497837,467.80850750707594,408.1397474472004,908.8118912337662,-4.9754167,67.752686,False,True
40840_AV.wav,20.352,4000,0.033658955,0.92541504,27.493864,0.14310302734375,387.1915696356515,394.6200094427102,761.34033203125,-2.1739073,64.579315,False,False
40840_MV.wav,20.752,4000,0.021980349,0.88134766,40.097057,0.2127498322469325,489.267938616557,472.42559464291327,1058.3780674846626,-4.9964523,64.66198,False,False
40840_PV.wav,21.792,4000,0.0473971,0.80895996,17.067707,0.1225671600877193,342.272421663199,320.6474298694979,652.3665935672515,-1.6720864,71.38543,False,False
40840_TV.wav,20.08,4000,0.045861825,0.98779297,21.538452,0.14498532046178345,365.6799311202781,398.56627275462523,783.0662818471337,0.7654146,63.17935,False,False
43852_AV.wav,20.752,4000,0.08674071,0.9999695,11.528259,0.19488113496932516,476.7051858550054,396.61345162591016,885.7361963190184,-0.35987562,52.888084,False,True
43852_MV.wav,20.512,4000,0.13877045,1.0,7.2061443,0.21826778435559005,505.87709422171116,356.3631871744883,842.4519604037267,-1.3644236,51.20075,False,True
43852_PV.wav,18.784,4000,0.046951585,0.9248352,19.697632,0.16309922406462585,361.5584986263974,358.5581969619481,668.1813350340136,1.0889026,57.63012,False,False
43852_TV.wav,21.888,4000,0.035808202,0.9708557,27.112654,0.20286666515261628,435.2985666593962,397.82115822369644,828.6814135174419,-0.8736902,56.43618,False,False
44514_AV.wav,21.088,4000,0.0452907,0.9804077,21.646992,0.12900390625,407.34604093624483,387.7531322288669,811.0558712121212,0.29649246,65.13316,False,False
44514_MV.wav,21.488,4000,0.04960177,1.0,20.160566,0.21730259486607142,476.21377374815904,445.4219325583202,997.709728422619,0.86254346,53.838013,False,True
44514_PV.wav,20.992,4000,0.10101654,1.0,9.899368,0.12339015151515151,343.1605811958837,364.8513229178045,658.6647727272727,6.007838,55.872906,False,True
44514_TV.wav,21.696,4000,0.041052062,0.9894409,24.102095,0.421142578125,780.690021654707,478.17439719963977,1301.9646139705883,-6.668276,54.102448,False,False
45843_AV.wav,21.888,4000,0.025088653,0.9418335,37.540203,0.15434513535610464,387.1798427233093,385.8796551598181,745.5600472383721,-3.9119813,67.40235,False,False
45843_MV.wav,20.304,4000,0.03210856,0.5023804,15.646301,0.18967116253930819,428.6864121415244,418.7528750260934,879.5450078616352,-0.32879797,55.536156,False,False
45843_PV.wav,20.592,4000,0.028678179,0.9732666,33.93752,0.16972777562111802,392.5387254072335,408.58444810884214,826.0020380434783,-4.100276,66.62653,False,False
45843_TV.wav,20.352,4000,0.05712452,0.9592285,16.791883,0.123004150390625,313.9904101482607,374.30593894393326,684.66796875,3.6183388,59.41328,False,False
46065_AV.wav,15.744,4000,0.13137713,1.0,7.611674,0.05964512978830645,258.4150525953306,320.6093186268826,471.60093245967744,8.028396,57.987144,False,True
46065_MV.wav,19.296,4000,0.043162618,1.0,23.16819,0.15870110720198677,404.7337007797573,388.9431541855936,794.0811258278146,-2.6230712,66.99596,False,True
46065_PV.wav,14.688,4000,0.058678932,1.0,17.04189,0.16200322690217392,379.9030990823559,357.80939973620474,725.288722826087,-1.9863095,65.235,False,True
46065_TV.wav,12.752,4000,0.08661173,1.0,11.545779,0.0834228515625,278.1168891781372,321.77817111846855,529.16015625,5.3307557,61.50868,False,True
46532_AV.wav,20.496,4000,0.096686,1.0,10.342758,0.15561007861024845,412.0367217941314,403.7412976343581,837.9148874223603,2.6325862,59.3328,False,True
46579_AV.wav,19.552,4000,0.11685014,1.0,8.55797,0.19270833333333334,516.3608564934568,394.9764941363509,931.4491421568628,-0.9928261,50.905975,False,True
46579_MV.wav,21.392,4000,0.061132178,0.97332764,15.921688,0.17765880766369047,457.6496847143583,386.2563645322488,851.899646577381,-0.12755352,54.779263,False,False
46579_PV.wav,21.392,4000,0.055447992,0.78564453,14.169032,0.1178007579985119,290.10340455708536,325.8085028803595,583.9146205357143,3.445189,66.25278,False,False
46579_TV.wav,15.744,4000,0.07603632,0.9074402,11.9342985,0.10625630040322581,315.1959340091069,350.161157542966,621.8970514112904,5.258988,60.700603,False,False
46778_MV.wav,9.088,4000,0.013328062,0.8661194,64.9846,0.2593655056423611,592.3488987784935,486.31942009939326,1158.2573784722222,-10.757655,77.769226,False,False
47002_AV.wav,20.8,4000,0.033172462,0.9590454,28.910881,0.18563374712423314,489.9762033860962,423.6080994321818,961.2130943251534,-5.957293,70.16616,False,False
47002_MV.wav,29.392,4000,0.05746788,0.8951111,15.575847,0.17598930027173912,409.6277631242938,387.47842360487834,798.921535326087,2.103981,55.957382,False,False
49558_AV.wav,30.448,4000,0.11771508,1.0,8.495088,0.1821104418329832,485.344334453914,378.8922385173522,874.8933167016806,-0.88321596,56.144596,False,True
49558_MV.wav,30.496,4000,0.055357613,0.964386,17.421015,0.1361078876830544,460.12710379953234,409.57143049173925,895.3974895397489,-3.2821128,64.6065,False,False
49561_AV.wav,30.352,4000,0.039732527,1.0,25.16829,0.11654945181197479,377.65669060060685,391.87233351429,781.4961922268908,-5.0261664,81.08549,False,True
49561_MV.wav,32.352,4000,0.027843649,1.0,35.91482,0.2181131114130435,537.2643132876481,484.34329976798404,1127.7791501976285,-7.0924726,72.68554,False,True
49561_PV.wav,29.792,4000,0.03761034,1.0,26.588425,0.1333615544527897,315.75128531552036,349.34160577762975,656.3086775751073,-2.3546267,79.99663,False,True
49561_TV.wav,30.4,4000,0.03826237,1.0,26.13533,0.1184594931722689,300.741184056871,366.3701118641382,637.5229779411765,-3.5110383,84.055,False,True
49562_AV.wav,29.392,4000,0.038430512,1.0,26.020983,0.1064262058423913,275.919632407406,323.0791515761313,538.3661684782609,-1.5929713,80.16606,False,True
49562_MV.wav,29.488,4000,0.03255808,1.0,30.71433,0.13832521645021645,320.0556307031436,359.3969650502934,641.9609036796537,-2.6678228,77.611946,False,True
49562_PV.wav,29.392,4000,0.049076796,1.0,20.376225,0.13936820652173912,318.90385444057847,324.9899679662141,579.390285326087,-1.2117585,74.36958,False,True
49562_TV.wav,29.152,4000,0.06850908,1.0,14.596603,0.20090203536184212,481.4005935869312,425.10739570170165,949.6042351973684,-1.8625526,57.86304,False,True
49568_AV.wav,26.992,4000,0.069132134,1.0,14.465052,0.15116354413507108,433.3050421552433,405.4124803209568,841.7783619668246,-7.0014377,78.38473,False,True
49568_MV.wav,30.848,4000,0.030030431,1.0,33.299545,0.1984822927427686,497.99332694913073,412.8462965972191,948.3390366735537,-10.435692,73.24383,False,True
49568_PV.wav,28.448,4000,0.041617226,1.0,24.028505,0.10061002312219731,309.6380271029991,356.2651310381582,630.9206838565023,-2.2719595,80.50652,False,True
49568_TV.wav,32.752,4000,0.02697689,1.0,37.068752,0.1690826416015625,396.30822012355725,403.44156215448265,815.9561157226562,-8.829072,81.766914,False,True
49572_MV.wav,29.952,4000,0.029687291,0.9999695,33.68341,0.11610704787234043,335.2328848859273,341.8342954526648,644.0907579787234,-7.1116796,89.09085,False,True
49572_PV.wav,28.304,4000,0.045395378,0.9057312,19.952053,0.08560098184121621,267.2988293946386,301.5837006526433,536.9246199324324,0.72184014,79.5055,False,False
49572_TV.wav,27.248,4000,0.023190897,0.9308777,40.13977,0.12314315580985916,348.4553428447309,346.12541059755307,702.7673855633802,-5.464987,81.58775,False,False
49574_AV.wav,15.952,4000,0.036311865,1.0,27.5392,0.1482890625,355.5489208172577,341.7974803729842,688.890625,-1.7469741,67.24666,False,True
49574_MV.wav,23.888,4000,0.054501895,1.0,18.347982,0.1439541903409091,372.70232362359224,333.12201943643396,702.3416610962566,-3.1315243,71.09261,False,True
49574_PV.wav,15.296,4000,0.045427997,0.99731445,21.953735,0.10447184244791667,301.3933223738328,356.8350789710391,637.1256510416666,0.4257362,67.084915,False,True
49574_TV.wav,23.904,4000,0.115040965,1.0,8.692555,0.08750417780748664,281.9686139316628,323.33020739555724,576.1092078877006,7.2995815,56.973145,False,True
49577_AV.wav,31.056,4000,0.019936897,0.973114,48.80968,0.18532785172325103,519.2587992696617,466.5089646755225,1046.585648148148,-12.257434,83.8825,False,False
49577_MV.wav,34.592,4000,0.031929955,1.0,31.318542,0.24040013837638377,591.1380656431139,455.7476824092674,1116.8631803505534,-11.765991,78.246895,False,True
49577_PV.wav,30.096,4000,0.040124096,0.97073364,24.193277,0.1879737983315678,431.42526726334165,385.82350834818254,820.6600900423729,-3.1355371,65.43567,False,False
49577_TV.wav,37.952,4000,0.02251636,0.9605408,42.659664,0.19713738952020202,552.4236156881063,461.2659622686186,1088.6140046296296,-11.948543,82.27149,False,False
49585_AV.wav,28.96,4000,0.022544134,0.9548645,42.355324,0.17517896475770925,433.61302522924615,409.7487854610387,840.9450715859031,-7.4410486,78.58886,False,False
49585_MV.wav,31.056,4000,0.028191842,0.9999695,35.47016,0.143261316872428,399.9129883246277,396.05317074644563,784.4650205761317,-6.0093575,78.94338,False,True
49585_PV.wav,29.344,4000,0.035598755,0.94104004,26.434626,0.11224312160326087,321.8484212183691,353.18134173052283,659.6212635869565,-1.4640472,76.351074,False,False
49585_TV.wav,29.792,4000,0.028639628,0.9403076,32.832386,0.14706486386802575,331.04719601675396,386.98761097666375,710.1243964592275,-3.2905798,78.82364,False,False
49595_AV.wav,33.744,4000,0.06890959,1.0,14.511766,0.19099380030776514,451.15288536135785,339.7671518522632,758.0196496212121,-7.052472,58.636383,False,True
49595_MV.wav,31.296,4000,0.07562527,1.0,13.223092,0.19743702168367347,480.8310775850172,381.54543924193376,870.5596301020408,-2.2867446,57.02829,False,True
49598_AV.wav,29.088,4000,0.03992366,0.84539795,21.175356,0.07069370202850878,274.8815970321922,303.4801654484601,545.812774122807,-0.647864,78.95932,False,False
49598_MV.wav,33.184,4000,0.030832227,0.9999695,32.4326,0.1365985576923077,341.18685120592687,314.87209244436684,617.2776442307693,-4.2005696,78.27581,False,True
49607_MV.wav,43.888,4000,0.17188138,1.0,5.8179655,0.15758529974489796,388.0466404296092,274.1351997133626,628.8663903061224,0.47061047,60.427074,False,True
49610_AV.wav,35.36,4000,0.061698057,0.9999695,16.207468,0.15123145588898917,364.85471227160855,343.1278721967241,699.8392373646209,-3.552152,75.592636,False,True
49610_MV.wav,31.152,4000,0.06576666,1.0,15.205271,0.13742515689036885,306.7378807946739,303.94544716558676,563.4525486680328,1.6487938,70.73476,False,True
49610_PV.wav,30.192,4000,0.05453166,0.9328003,17.105661,0.0907085871292373,244.68544766366293,274.82954435727623,469.21345338983053,0.8310469,81.07244,False,False
49610_TV.wav,29.552,4000,0.050769687,0.9784546,19.272413,0.10575410917207792,272.5502234550188,321.89789878993173,513.7817911255411,-0.3489889,81.95844,False,False
49618_AV.wav,21.088,4000,0.111059316,1.0,9.004197,0.13794685132575757,344.88053634395123,310.86049467062355,637.3816287878788,5.3525968,60.077282,False,True
49618_MV.wav,37.088,4000,0.22664896,1.0,4.4121094,0.15477673760775862,420.27934326450253,337.87174159924155,749.1783405172414,4.0252423,45.27541,False,True
49622_AV.wav,30.992,4000,0.023386555,0.8880005,37.97054,0.14402890303497942,428.99183962473944,395.937813725011,816.7599022633744,-4.400049,71.09891,False,False
49622_MV.wav,30.16,4000,0.028097855,0.93304443,33.20695,0.1678570246292373,426.481215552967,431.5723235592612,900.4485566737288,-2.0340679,66.434814,False,False
49627_AV.wav,29.744,4000,0.053199667,1.0,18.797106,0.17786639954399142,476.21322734245246,367.3839773977919,861.2694474248927,-4.530701,60.257133,False,True
49627_MV.wav,30.992,4000,0.119868614,1.0,8.342467,0.10971860532407407,333.3337400391329,311.2877151310172,623.7943672839506,2.0994825,65.71077,False,True
49627_PV.wav,31.36,4000,0.08114764,1.0,12.323216,0.10380938770325203,326.20807633643153,321.60823051561476,639.2514608739838,2.6513581,67.22963,False,True
49627_TV.wav,31.84,4000,0.08226592,1.0,12.155701,0.1449312876506024,395.43180171558737,320.6105588203603,724.1858057228916,0.8003989,64.624176,False,True
49628_AV.wav,31.648,4000,0.10990714,1.0,9.098589,0.13640569871471775,382.6305471534398,333.71978486012,683.4913684475806,2.6886492,57.08307,False,True
49628_MV.wav,30.896,4000,0.0668828,1.0,14.951527,0.09719823411673553,352.52565062519335,391.21416419656146,762.3805526859504,3.8732193,54.92745,False,True
49628_PV.wav,29.552,4000,0.19934414,1.0,5.01645,0.10613036052489178,287.30509944548817,325.8685526858022,565.2056277056278,10.689879,44.572853,False,True
49628_TV.wav,30.4,4000,0.22697683,1.0,4.405736,0.08774290966386554,304.8112515470947,317.74106573328334,594.8004201680673,12.336073,46.711475,False,True
49630_AV.wav,29.152,4000,0.038659018,1.0,25.867178,0.11005816543311403,398.1339396262835,423.9087574343246,819.3787691885965,-6.6122756,88.68433,False,True
49630_MV.wav,46.496,4000,0.031055346,1.0,32.200565,0.20344828511332416,508.4715419755251,484.65064097434924,1102.1634615384614,-11.6057,82.60046,False,True
49630_PV.wav,25.696,4000,0.045800235,1.0,21.833944,0.12274807602611941,328.64738520636354,423.9574739071865,735.9394434079602,-4.671677,85.518364,False,True
49630_TV.wav,31.584,4000,0.02419051,1.0,41.33851,0.20305976404352227,492.76378286936085,477.174252804349,1055.1935728744938,-8.291546,79.13761,False,True
49631_AV.wav,36.192,4000,0.13890405,0.9999695,7.1989937,0.2444908762146643,610.4539011978825,426.1671523992214,1086.4758171378091,3.0181684,41.852695,False,True
49631_MV.wav,30.0,4000,0.041041665,1.0,24.365477,0.14755028257978722,398.70919738333197,395.62536092456907,808.3277925531914,-2.368945,70.22153,False,True
49638_AV.wav,41.696,4000,0.038303036,0.9440613,24.647158,0.28170982314033743,574.4316087723097,483.28893820636057,1146.4963573619632,-0.11665659,49.89777,False,False
49638_MV.wav,21.456,4000,0.046054464,0.98150635,21.311855,0.48802257719494047,855.2370743587824,520.1394749474746,1400.2511160714287,-3.0255513,42.2822,False,False
49638_PV.wav,25.056,4000,0.09022527,1.0,11.083368,0.4751699019451531,829.7793180285659,513.5150684956506,1406.9774394132653,-1.1467603,38.429565,False,True
49641_AV.wav,15.008,4000,0.031233864,0.9929199,31.789843,0.1514706369173729,429.8837113083502,394.3758472145159,831.7829713983051,-3.573146,69.92808,False,True
49641_MV.wav,15.584,4000,0.06686308,1.0,14.955935,0.16065253586065573,383.8683346127149,350.0416565761755,684.4262295081967,-1.3265237,68.79168,False,True
49641_PV.wav,14.592,4000,0.03079367,0.9999695,32.473206,0.09637822690217392,328.4280697886832,341.2410741449326,646.1107336956521,-1.574471,75.93879,False,True
49641_TV.wav,16.496,4000,0.051385403,1.0,19.460775,0.0812477289244186,303.62187859658064,316.16944780503536,598.7312257751938,1.4128522,71.80105,False,True
49653_AV.wav,32.256,4000,0.019938035,0.9475708,47.525764,0.2218186450098814,542.6528058153017,473.8318092257923,1093.5878829051383,-10.59015,75.770256,False,False
49653_MV.wav,32.4,4000,0.027404178,0.98217773,35.840427,0.1593642347440945,414.7211136995977,386.7114795126921,800.1045767716536,-7.475948,78.18155,False,False
49653_PV.wav,29.152,4000,0.03229338,0.9441223,29.235775,0.14497669956140352,397.842228365093,402.92907032269227,810.5811403508771,-2.6656845,71.60554,False,False
49653_TV.wav,29.392,4000,0.02609077,0.960907,36.829372,0.18335173233695654,411.8875835161689,426.1188480593651,880.9188179347826,-6.4213305,79.04834,False,False
49659_AV.wav,32.496,4000,0.035004552,1.0,28.567703,0.1380836306594488,356.63616038564504,380.64306743873135,734.867125984252,-3.5389767,79.13451,False,True
49659_MV.wav,31.28,4000,0.036415804,1.0,27.460596,0.14931242028061226,386.05154720299544,382.8025039834385,773.6766581632653,-2.315818,69.01409,False,True
49659_PV.wav,30.448,4000,0.035938267,1.0,27.825485,0.09472861410189076,257.7482600684279,308.9159423902657,516.6590073529412,-1.6926805,85.6055,False,True
49659_TV.wav,30.864,4000,0.035876215,1.0,27.873611,0.11524244576446281,299.2155456768631,322.0452546035926,559.1506327479339,-3.8195283,82.047424,False,True
49661_AV.wav,31.92,4000,0.0628884,1.0,15.901182,0.201119140625,451.0059616540257,375.8266423397756,837.4609375,0.57075256,56.59407,False,True
49661_MV.wav,30.096,4000,0.047298376,0.9765625,20.646847,0.2199748411016949,440.0109832873876,361.6273796301274,774.3561308262712,-3.1182103,67.60062,False,False
49669_MV.wav,26.896,4000,0.05554476,1.0,18.003494,0.16694127665876776,426.785323158901,367.2210091080546,802.9843009478673,-1.8422686,60.316093,False,True
49669_PV.wav,17.056,4000,0.18476324,1.0,5.4123316,0.16074291627798507,466.49142700264406,367.4379966460788,841.0826725746268,2.1627946,48.952965,False,True
49678_AV.wav,31.088,4000,0.044179212,1.0,22.635075,0.13916417502572018,409.58969439125724,384.2131656207089,775.6558641975308,-4.839389,77.763756,False,True
49678_MV.wav,29.696,4000,0.025682844,1.0,38.936485,0.17092148940450644,543.4662987246168,462.034206104929,1087.6726797210301,-4.1706347,62.1353,False,True
49678_PV.wav,25.68,4000,0.024734125,0.9999695,40.428726,0.13437451414800994,352.2236533630079,388.8222485014306,703.5233986318408,-5.7226624,81.37333,False,True
49678_TV.wav,22.992,4000,0.056133296,1.0,17.814735,0.09258626302083334,307.92508572289057,354.0531606444146,627.4305555555555,1.8403479,70.92005,False,True
49683_AV.wav,29.696,4000,0.039011125,1.0,25.633707,0.2935890557939914,594.7719029841701,476.8770657843497,1137.9509790772531,-0.8392439,50.20028,False,True
49683_MV.wav,29.584,4000,0.0774046,1.0,12.919127,0.21817542766702586,478.1342602880231,410.42901087211203,918.1371228448276,2.160355,50.24963,False,True
49683_PV.wav,29.152,4000,0.09817428,1.0,10.1859665,0.15950949150219298,374.2457234904127,373.7272200041655,747.9269462719299,3.3295097,58.638,False,True
